tariff_plan_code_from,tariff_plan_code_to,arpu_segment,sample_size,raw_mean_lift,raw_std_lift,median_lift,downsell_rate,flat_rate,upsell_rate,origin_segment_changes,destination_share_among_changers,segment_prior_mean,between_group_variance,posterior_mean_lift,posterior_std_lift,posterior_lower_95,posterior_upper_95,data_weight
tariff_7,tariff_4,MID,15,0.58578037,1.34111798,0.29702641,0.33333333,0.06666667,0.6,104,0.14423077,0.25725709,0.1628803,0.44648082,0.26280043,-0.06860803,0.96156966,0.5759827
tariff_7,tariff_8,HIGH,20,-0.37482122,0.59401372,-0.46525713,0.75,0.05,0.2,86,0.23255814,-0.12852526,0.0321792,-0.28760431,0.1067479,-0.49683019,-0.07837843,0.64588574
tariff_7,tariff_8,LOW,3,0.33333333,2.30940108,-1.0,0.66666667,0.0,0.33333333,70,0.04285714,1.02082216,0.35500524,0.90638851,0.54397981,-0.15981192,1.97258894,0.16645164
tariff_7,tariff_8,MID,13,-0.09462358,1.11035086,-0.47441982,0.61538462,0.0,0.38461538,104,0.125,0.25725709,0.1628803,0.03486433,0.24482242,-0.44498761,0.51471626,0.63201189
tariff_7,tariff_9,LOW,20,1.63674389,1.70145757,2.81810761,0.25,0.05,0.7,70,0.28571429,1.02082216,0.35500524,1.45834907,0.32066071,0.82985408,2.08684405,0.71036121
tariff_7,tariff_9,MID,3,-0.44362511,0.64299754,-0.78137236,0.66666667,0.0,0.33333333,104,0.02884615,0.25725709,0.1628803,-0.12239566,0.27322438,-0.65791544,0.41312412,0.54167841
tariff_8,tariff_1,HIGH,49,-0.61570464,0.44142595,-0.74921864,0.85714286,0.06122449,0.08163265,896,0.0546875,-0.12852526,0.0321792,-0.56212131,0.05949193,-0.67872548,-0.44551713,0.89001314
tariff_8,tariff_1,LOW,7,0.14277566,1.08440411,-0.08558554,0.42857143,0.14285714,0.42857143,130,0.05384615,1.02082216,0.35500524,0.42481116,0.33768402,-0.23704953,1.08667185,0.67879207
tariff_8,tariff_1,MID,63,-0.49575892,0.65045452,-0.7478146,0.77777778,0.01587302,0.20634921,770,0.08181818,0.25725709,0.1628803,-0.4659407,0.08031064,-0.62334955,-0.30853184,0.9604016
tariff_8,tariff_10,HIGH,283,0.02036122,0.49090325,0.00138026,0.35335689,0.23321555,0.41342756,896,0.31584821,-0.12852526,0.0321792,0.01652289,0.02880256,-0.03993014,0.07297592,0.97421975
tariff_8,tariff_10,LOW,30,0.44277427,1.74358324,-0.60890731,0.6,0.0,0.4,130,0.23076923,1.02082216,0.35500524,0.57113676,0.28077248,0.0208227,1.12145083,0.77793796
tariff_8,tariff_10,MID,182,0.40923258,1.17139109,0.31764843,0.37362637,0.04395604,0.58241758,770,0.23636364,0.25725709,0.1628803,0.40250922,0.08488691,0.23613089,0.56888756,0.95576023
tariff_8,tariff_11,HIGH,133,0.02651622,0.56542595,-0.04708462,0.44360902,0.19548872,0.36090226,896,0.1484375,-0.12852526,0.0321792,0.01573954,0.04729401,-0.07695673,0.1084358,0.93049164
tariff_8,tariff_11,LOW,16,0.67186588,1.78432606,0.27353565,0.4375,0.0625,0.5,130,0.12307692,1.02082216,0.35500524,0.79720725,0.35709116,0.09730859,1.49710592,0.64081067
tariff_8,tariff_11,MID,99,0.24335962,1.1980356,0.03215426,0.46464646,0.05050505,0.48484848,770,0.12857143,0.25725709,0.1628803,0.24449552,0.11538154,0.01834771,0.47064333,0.91826575
tariff_8,tariff_12,HIGH,113,0.02834829,0.62159825,-0.06565484,0.43362832,0.18584071,0.38053097,896,0.12611607,-0.12852526,0.0321792,0.01328018,0.05559582,-0.09568763,0.12224799,0.90394742
tariff_8,tariff_12,LOW,10,-0.23405388,1.32735918,-0.99996115,0.7,0.0,0.3,130,0.07692308,1.02082216,0.35500524,0.1821681,0.34314642,-0.49039889,0.85473508,0.66831626
tariff_8,tariff_12,MID,55,0.08839527,1.23717767,-0.41520588,0.54545455,0.07272727,0.38181818,770,0.07142857,0.25725709,0.1628803,0.11303639,0.15416962,-0.18913606,0.41520884,0.85407523
tariff_8,tariff_13,HIGH,113,-0.45619713,0.26469281,-0.4958064,0.87610619,0.07964602,0.04424779,896,0.12611607,-0.12852526,0.0321792,-0.45000299,0.02466373,-0.4983439,-0.40166207,0.9810965
tariff_8,tariff_13,LOW,15,1.27932443,1.61946339,2.06483734,0.26666667,0.06666667,0.66666667,130,0.11538462,1.02082216,0.35500524,1.19402169,0.3422683,0.52317582,1.86486757,0.67001165
tariff_8,tariff_13,MID,164,-0.11877669,0.52303406,-0.19269967,0.61585366,0.12804878,0.25609756,770,0.21298701,0.25725709,0.1628803,-0.11496472,0.04063456,-0.19460845,-0.03532099,0.9898627
tariff_8,tariff_21,HIGH,1,-0.20954719,,-0.20954719,1.0,0.0,0.0,896,0.00111607,-0.12852526,0.0321792,-0.13828479,0.16823508,-0.46802555,0.19145596,0.12045543
tariff_8,tariff_21,LOW,6,1.17838572,2.00733413,1.34369637,0.5,0.0,0.5,130,0.04615385,1.02082216,0.35500524,1.07531028,0.48191127,0.1307642,2.01985637,0.34581679
tariff_8,tariff_21,MID,10,-0.33199189,1.02463541,-0.94860245,0.8,0.0,0.2,770,0.01298701,0.25725709,0.1628803,-0.10104262,0.25266388,-0.59626383,0.3941786,0.60806165
tariff_8,tariff_4,HIGH,204,-0.18148597,0.40936155,-0.16815071,0.55882353,0.23529412,0.20588235,896,0.22767857,-0.12852526,0.0321792,-0.18016766,0.02830208,-0.23563973,-0.12469559,0.97510791
tariff_8,tariff_4,LOW,20,0.78327824,1.92311955,-0.5641983,0.55,0.0,0.45,130,0.15384615,1.02082216,0.35500524,0.86463493,0.34869208,0.18119847,1.5480714,0.65750882
tariff_8,tariff_4,MID,178,-0.10588471,0.78845784,-0.13921705,0.53370787,0.11797753,0.34831461,770,0.23116883,0.25725709,0.1628803,-0.09826163,0.05847384,-0.21287035,0.01634709,0.97900796
tariff_8,tariff_9,LOW,26,2.41515488,1.38804691,3.0,0.15384615,0.0,0.84615385,130,0.2,1.02082216,0.35500524,2.17436699,0.24760049,1.68907003,2.65966395,0.82730959
tariff_8,tariff_9,MID,19,0.27132045,1.25780196,0.1947871,0.47368421,0.0,0.52631579,770,0.02467532,0.25725709,0.1628803,0.2665631,0.23473213,-0.19351188,0.72663808,0.66171985
tariff_9,tariff_1,HIGH,4,-0.75366615,0.25342748,-0.76408204,1.0,0.0,0.0,31,0.12903226,-0.12852526,0.0321792,-0.54557295,0.10349697,-0.748427,-0.3427189,0.66712591
tariff_9,tariff_1,LOW,44,0.04131968,1.08915824,-0.28695583,0.63636364,0.11363636,0.25,120,0.36666667,1.02082216,0.35500524,0.11045665,0.15829594,-0.19980339,0.42071669,0.92941624
tariff_9,tariff_1,MID,44,-0.36351511,0.69578005,-0.63778411,0.72727273,0.04545455,0.22727273,233,0.1888412,0.25725709,0.1628803,-0.32423552,0.10152,-0.52321472,-0.12525633,0.93672464
tariff_9,tariff_10,HIGH,4,-0.62118002,0.36299683,-0.76132086,0.75,0.25,0.0,31,0.12903226,-0.12852526,0.0321792,-0.3719685,0.12758521,-0.62203552,-0.12190148,0.4941457
tariff_9,tariff_10,LOW,3,0.73043815,2.05377476,0.19131445,0.33333333,0.0,0.66666667,120,0.025,1.02082216,0.35500524,0.96228285,0.53238967,-0.08120091,2.00576661,0.20159273
tariff_9,tariff_10,MID,11,0.13375922,0.84412656,0.5193806,0.36363636,0.0,0.63636364,233,0.0472103,0.25725709,0.1628803,0.16889907,0.2152804,-0.25305051,0.59084865,0.71546192
tariff_9,tariff_11,HIGH,7,0.27205431,0.89179972,0.00999418,0.42857143,0.14285714,0.42857143,31,0.22580645,-0.12852526,0.0321792,-0.04011085,0.15835634,-0.35048927,0.27026756,0.22071623
tariff_9,tariff_11,LOW,4,1.34759939,1.99066034,1.69517577,0.25,0.0,0.75,120,0.03333333,1.02082216,0.35500524,1.10702913,0.51122544,0.10502726,2.10903099,0.26380959
tariff_9,tariff_11,MID,11,0.11150425,1.13264789,-0.17194305,0.54545455,0.18181818,0.27272727,233,0.0472103,0.25725709,0.1628803,0.17232081,0.26069739,-0.33864608,0.6832877,0.58274187
tariff_9,tariff_12,LOW,2,-0.99320613,0.00960798,-0.99320613,1.0,0.0,0.0,120,0.01666667,1.02082216,0.35500524,-0.99294431,0.00679343,-1.00625943,-0.97962918,0.99987
tariff_9,tariff_12,MID,10,-0.30752116,0.72871809,-0.61151355,0.7,0.0,0.3,233,0.04291845,0.25725709,0.1628803,-0.16866125,0.20011689,-0.56089035,0.22356785,0.75413375
tariff_9,tariff_13,HIGH,2,-0.69129506,0.2836709,-0.69129506,1.0,0.0,0.0,31,0.06451613,-0.12852526,0.0321792,-0.3786086,0.13371397,-0.64068798,-0.11652923,0.44437946
tariff_9,tariff_13,LOW,18,1.58695639,1.43175079,1.70621066,0.16666667,0.0,0.83333333,120,0.15,1.02082216,0.35500524,1.44945358,0.29363882,0.87392149,2.02498567,0.75711976
tariff_9,tariff_13,MID,49,0.17556474,0.7734977,-0.01322107,0.44897959,0.16326531,0.3877551,233,0.21030043,0.25725709,0.1628803,0.18126167,0.10657713,-0.0276295,0.39015283,0.93026361
tariff_9,tariff_4,HIGH,2,-0.12852863,0.04641893,-0.12852863,0.5,0.5,0.0,31,0.06451613,-0.12852526,0.0321792,-0.12852852,0.03228711,-0.19181125,-0.06524579,0.96760463
tariff_9,tariff_4,LOW,12,0.96138427,1.88885561,0.63021641,0.41666667,0.0,0.58333333,120,0.1,1.02082216,0.35500524,0.9884749,0.40224923,0.20006641,1.77688338,0.54421958
tariff_9,tariff_4,MID,37,0.45225463,1.28625926,0.37596881,0.37837838,0.08108108,0.54054054,233,0.15879828,0.25725709,0.1628803,0.41025297,0.18730654,0.04313215,0.7773738,0.78460415
tariff_9,tariff_8,HIGH,12,-0.11114829,0.47050131,-0.11034712,0.5,0.16666667,0.33333333,31,0.38709677,-0.12852526,0.0321792,-0.11748019,0.1082848,-0.32971839,0.09475802,0.63561563
tariff_9,tariff_8,LOW,37,1.23257721,1.6890429,0.63948511,0.32432432,0.05405405,0.62162162,120,0.30833333,1.02082216,0.35500524,1.19479222,0.25168665,0.70148638,1.68809805,0.82156272
tariff_9,tariff_8,MID,71,0.40625687,1.25496692,0.14323888,0.35211268,0.12676056,0.52112676,233,0.30472103,0.25725709,0.1628803,0.38839721,0.13972627,0.11453371,0.66226071,0.88013633
